VCN.TO,Daily Ret,Ret Sqd,Est Var,Vol,Est Vol,,,
$25.19,,,,,,,omega,0.00000
$32.09,-0.5804%,0.0036%,0.0087%,0.6033%,0.9348%,,,
$32.18,0.3091%,0.0008%,0.0082%,0.2862%,0.9040%,,,
$32.22,0.1234%,0.0001%,0.0074%,0.1004%,0.8603%,,,
$32.65,1.3168%,0.0167%,0.0067%,1.2939%,0.8155%,,,
$32.33,-0.9783%,0.0100%,0.0076%,1.0013%,0.8712%,,,
$32.69,1.0999%,0.0116%,0.0078%,1.0770%,0.8816%,,,
$32.94,0.7568%,0.0054%,0.0081%,0.7338%,0.8991%,,,
$32.98,0.1206%,0.0001%,0.0078%,0.0976%,0.8811%,,,
$32.89,-0.2715%,0.0009%,0.0070%,0.2944%,0.8349%,,,
$32.76,-0.3934%,0.0017%,0.0063%,0.4164%,0.7966%,,,
$32.86,0.3028%,0.0008%,0.0059%,0.2798%,0.7666%,,,
$32.72,-0.4241%,0.0020%,0.0054%,0.4471%,0.7330%,,,
$32.42,-0.9149%,0.0088%,0.0050%,0.9379%,0.7103%,,,
$32.40,-0.0613%,0.0001%,0.0054%,0.0843%,0.7355%,,,
$32.30,-0.3070%,0.0011%,0.0049%,0.3300%,0.6995%,,,
$32.39,0.2764%,0.0006%,0.0045%,0.2534%,0.6734%,,,
$32.44,0.1532%,0.0002%,0.0042%,0.1303%,0.6462%,,,
$32.03,-1.2943%,0.0174%,0.0038%,1.3173%,0.6175%,,,
$31.92,-0.3418%,0.0013%,0.0051%,0.3647%,0.7173%,,,
$31.04,-2.7771%,0.0784%,0.0048%,2.8000%,0.6914%,,,
$31.21,0.5425%,0.0027%,0.0119%,0.5196%,1.0894%,,,
$31.05,-0.5105%,0.0028%,0.0108%,0.5335%,1.0412%,,,
$31.25,0.6378%,0.0038%,0.0100%,0.6148%,0.9975%,,,
$31.78,1.6706%,0.0271%,0.0093%,1.6477%,0.9620%,,,
$31.88,0.3121%,0.0008%,0.0109%,0.2892%,1.0434%,,,
$32.45,1.7913%,0.0313%,0.0098%,1.7683%,0.9898%,,,
$32.43,-0.0612%,0.0001%,0.0118%,0.0842%,1.0845%,,,
$32.84,1.2479%,0.0150%,0.0105%,1.2250%,1.0244%,,,
$33.13,0.8734%,0.0072%,0.0108%,0.8504%,1.0398%,,,
$33.45,0.9549%,0.0087%,0.0103%,0.9320%,1.0172%,,,
$33.07,-1.1350%,0.0134%,0.0101%,1.1580%,1.0037%,,,
$33.27,0.5990%,0.0033%,0.0103%,0.5760%,1.0144%,,,
$33.68,1.2463%,0.0150%,0.0095%,1.2233%,0.9751%,,,
$33.81,0.3826%,0.0013%,0.0099%,0.3597%,0.9970%,,,
$33.71,-0.2942%,0.0010%,0.0090%,0.3172%,0.9490%,,,
$33.77,0.1766%,0.0002%,0.0082%,0.1537%,0.9030%,,,
$33.99,0.6450%,0.0039%,0.0073%,0.6220%,0.8561%,,,
$34.17,0.5246%,0.0025%,0.0069%,0.5017%,0.8337%,,,
$34.57,1.1561%,0.0128%,0.0065%,1.1331%,0.8054%,,,
$34.65,0.2296%,0.0004%,0.0071%,0.2067%,0.8408%,,,
$34.69,0.1146%,0.0001%,0.0064%,0.0916%,0.7994%,,,
$34.82,0.3716%,0.0012%,0.0058%,0.3486%,0.7589%,,,
$34.49,-0.9460%,0.0094%,0.0053%,0.9689%,0.7287%,,,
$34.60,0.3163%,0.0009%,0.0057%,0.2934%,0.7550%,,,
$34.75,0.4297%,0.0017%,0.0052%,0.4068%,0.7228%,,,
$34.84,0.2570%,0.0005%,0.0049%,0.2340%,0.6987%,,,
$35.09,0.7387%,0.0051%,0.0045%,0.7157%,0.6688%,,,
$35.22,0.3673%,0.0012%,0.0046%,0.3443%,0.6746%,,,
$35.36,0.3940%,0.0014%,0.0042%,0.3711%,0.6513%,,,
$35.23,-0.3658%,0.0015%,0.0040%,0.3888%,0.6315%,,,
$35.29,0.1690%,0.0002%,0.0038%,0.1461%,0.6146%,,,
$35.21,-0.2254%,0.0006%,0.0035%,0.2484%,0.5888%,,,
$34.87,-0.9922%,0.0103%,0.0032%,1.0152%,0.5684%,,,
$35.11,0.7097%,0.0047%,0.0040%,0.6868%,0.6289%,,,
$35.23,0.3389%,0.0010%,0.0041%,0.3159%,0.6368%,,,
$35.40,0.4781%,0.0021%,0.0038%,0.4552%,0.6154%,,,
$35.16,-0.6757%,0.0049%,0.0037%,0.6986%,0.6045%,,,
$35.12,-0.1131%,0.0002%,0.0038%,0.1360%,0.6169%,,,
$35.21,0.2542%,0.0005%,0.0035%,0.2312%,0.5907%,,,
$35.30,0.2536%,0.0005%,0.0032%,0.2306%,0.5695%,,,
$35.36,0.1687%,0.0002%,0.0030%,0.1457%,0.5501%,,,
$35.22,-0.3940%,0.0017%,0.0028%,0.4170%,0.5295%,,,
$35.24,0.0454%,0.0000%,0.0028%,0.0225%,0.5248%,,,
$34.99,-0.7119%,0.0054%,0.0025%,0.7349%,0.5043%,,,
